No,Nama,Jabatan Lama,Jabatan Baru
639,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sidoarjo Barat,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tanjung Priok
640,*****,Pelaksana Kantor Pelayanan Pajak Pratama Gresik,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tanjung Priok
641,*****,Pelaksana Kantor Pelayanan Pajak Pratama Situbondo,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tanjung Priok
642,*****,Pelaksana Kantor Wilayah DJP Jawa Tengah I,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tanjung Priok
643,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bojonegoro,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tanjung Priok
644,*****,Pelaksana Kantor Pelayanan Pajak Pratama Kepanjen,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kelapa Gading
645,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cilacap,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kelapa Gading
646,*****,Pelaksana Kantor Pelayanan Pajak Madya Dua Bandung,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kelapa Gading
647,*****,Pelaksana Direktorat Data dan Informasi Perpajakan,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kelapa Gading
648,*****,Pelaksana Kantor Pelayanan Pajak Pratama Raba Bima,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kelapa Gading
649,*****,Pelaksana Kantor Pelayanan Pajak Pratama Purwokerto,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kelapa Gading
650,*****,Pelaksana Kantor Pelayanan Pajak Pratama Temanggung,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pademangan
651,*****,Pelaksana Kantor Wilayah DJP Daerah Istimewa Yogyakarta,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pademangan
652,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sidoarjo Selatan,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pademangan
653,*****,Pelaksana Kantor Pelayanan Pajak Madya Sidoarjo,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pademangan
654,*****,Pelaksana Kantor Pelayanan Pajak Pratama Merauke,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pademangan
655,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Rangkas Bitung Kantor Pelayanan Pajak Pratama Pandeglang",Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Koja
656,*****,Pelaksana Kantor Pelayanan Pajak Pratama Watampone,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Koja
657,*****,Pelaksana Kantor Pelayanan Pajak Pratama Boyolali,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pluit
658,*****,"Pelaksana Direktorat Potensi, Kepatuhan, dan Penerimaan",Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pluit
659,*****,Pelaksana Kantor Pelayanan Pajak Madya Dua Medan,Pelaksana Kantor Wilayah DJP Banten
660,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jagakarsa,Pelaksana Kantor Wilayah DJP Banten
661,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tanah Abang Tiga,Pelaksana Kantor Wilayah DJP Banten
662,*****,Pelaksana Kantor Pelayanan Pajak Pratama Magelang,Pelaksana Kantor Wilayah DJP Banten
663,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kebayoran Lama,Pelaksana Kantor Wilayah DJP Banten
664,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pasar Minggu,Pelaksana Kantor Wilayah DJP Banten
665,*****,Pelaksana Kantor Wilayah DJP Jawa Barat I,Pelaksana Kantor Wilayah DJP Banten
666,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Muko-Muko Kantor Pelayanan Pajak Pratama Bengkulu Satu",Pelaksana Kantor Wilayah DJP Banten
667,*****,Pelaksana Kantor Pelayanan Pajak Pratama Binjai,Pelaksana Kantor Wilayah DJP Banten
668,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cikarang Selatan,Pelaksana Kantor Wilayah DJP Banten
669,*****,Pelaksana Kantor Pelayanan Pajak Pratama Ciawi,Pelaksana Kantor Wilayah DJP Banten
670,*****,Pelaksana Kantor Pelayanan Pajak Pratama Kotabumi,Pelaksana Kantor Wilayah DJP Banten
671,*****,Pelaksana Kantor Pelayanan Pajak Pratama Lubuk Pakam,Pelaksana Kantor Wilayah DJP Banten
672,*****,Pelaksana Kantor Pelayanan Pajak Pratama Madiun,Pelaksana Kantor Wilayah DJP Banten
673,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jatinegara,Pelaksana Kantor Pelayanan Pajak Madya Tangerang
674,*****,Pelaksana Kantor Pelayanan Pajak Pratama Palembang Ilir Timur,Pelaksana Kantor Pelayanan Pajak Madya Tangerang
675,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pulogadung,Pelaksana Kantor Pelayanan Pajak Madya Tangerang
676,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kramat Jati,Pelaksana Kantor Pelayanan Pajak Madya Tangerang
677,*****,Pelaksana Kantor Pelayanan Pajak Pratama Palembang Ilir Barat,Pelaksana Kantor Pelayanan Pajak Madya Tangerang
678,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Sawah Besar Dua,Pelaksana Kantor Pelayanan Pajak Madya Tangerang
679,*****,Pelaksana Kantor Pelayanan Pajak Pratama Lhokseumawe,Pelaksana Kantor Pelayanan Pajak Madya Tangerang
680,*****,Pelaksana Kantor Pelayanan Pajak Pratama Soreang,Pelaksana Kantor Pelayanan Pajak Madya Tangerang
681,*****,Pelaksana Kantor Pelayanan Pajak Madya Palembang,Pelaksana Kantor Pelayanan Pajak Madya Tangerang
682,*****,Pelaksana Kantor Wilayah DJP Kalimantan Selatan dan Tengah,Pelaksana Kantor Pelayanan Pajak Madya Tangerang
683,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bekasi Barat,Pelaksana Kantor Pelayanan Pajak Madya Dua Tangerang
684,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Gambir Dua,Pelaksana Kantor Pelayanan Pajak Madya Dua Tangerang
685,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pancoran,Pelaksana Kantor Pelayanan Pajak Madya Dua Tangerang
686,*****,Pelaksana Kantor Pelayanan Pajak Pratama Magelang,Pelaksana Kantor Pelayanan Pajak Madya Dua Tangerang
687,*****,Pelaksana Kantor Pelayanan Pajak Pratama Biak,Pelaksana Kantor Pelayanan Pajak Madya Dua Tangerang
688,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tanjung Priok,Pelaksana Kantor Pelayanan Pajak Pratama Serang Barat
689,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tebet,Pelaksana Kantor Pelayanan Pajak Pratama Serang Barat
690,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pesanggrahan,Pelaksana Kantor Pelayanan Pajak Pratama Serang Barat
691,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tebet,Pelaksana Kantor Pelayanan Pajak Pratama Serang Barat
692,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pasar Minggu,Pelaksana Kantor Pelayanan Pajak Pratama Serang Barat
693,*****,Pelaksana Kantor Wilayah DJP Jakarta Pusat,Pelaksana Kantor Pelayanan Pajak Pratama Tangerang Barat
694,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sukabumi,Pelaksana Kantor Pelayanan Pajak Pratama Tangerang Barat
695,*****,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Pusat,Pelaksana Kantor Pelayanan Pajak Pratama Tangerang Barat
696,*****,Pelaksana Pusat Pengolahan Data dan Dokumen Perpajakan,Pelaksana Kantor Pelayanan Pajak Pratama Tangerang Barat
697,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Gambir Dua,Pelaksana Kantor Pelayanan Pajak Pratama Tangerang Barat
698,*****,Pelaksana Kantor Wilayah DJP Jawa Timur III,Pelaksana Kantor Pelayanan Pajak Pratama Tangerang Timur
699,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sampit,Pelaksana Kantor Pelayanan Pajak Pratama Tangerang Timur
700,*****,Pelaksana Kantor Pelayanan Pajak Pratama Purwokerto,Pelaksana Kantor Pelayanan Pajak Pratama Tangerang Timur
701,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jambi Telanaipura,Pelaksana Kantor Pelayanan Pajak Pratama Tangerang Timur
702,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Sampang Kantor Pelayanan Pajak Pratama Bangkalan",Pelaksana Kantor Pelayanan Pajak Pratama Tangerang Timur
703,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sukoharjo,Pelaksana Kantor Pelayanan Pajak Pratama Serpong
704,*****,Pelaksana Bagian Umum,Pelaksana Kantor Pelayanan Pajak Pratama Serpong
705,*****,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Selatan I,Pelaksana Kantor Pelayanan Pajak Pratama Cilegon
706,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jagakarsa,Pelaksana Kantor Pelayanan Pajak Pratama Cilegon
707,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Duren Sawit,Pelaksana Kantor Pelayanan Pajak Pratama Kosambi
708,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pulogadung,Pelaksana Kantor Pelayanan Pajak Pratama Kosambi
709,*****,Pelaksana Kantor Pelayanan Pajak Pratama Pangkal Pinang,Pelaksana Kantor Pelayanan Pajak Pratama Pandeglang
710,*****,Pelaksana Kantor Pelayanan Pajak Pratama Malang Selatan,Pelaksana Kantor Pelayanan Pajak Pratama Pandeglang
711,*****,Pelaksana Kantor Pelayanan Pajak Pratama Surabaya Wonocolo,Pelaksana Kantor Pelayanan Pajak Pratama Pandeglang
712,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jagakarsa,Pelaksana Kantor Pelayanan Pajak Pratama Tigaraksa
713,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Matraman,Pelaksana Kantor Pelayanan Pajak Pratama Tigaraksa
714,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Satu,Pelaksana Kantor Pelayanan Pajak Pratama Tigaraksa
715,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pulogadung,Pelaksana Kantor Pelayanan Pajak Pratama Tigaraksa
716,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Matraman,Pelaksana Kantor Pelayanan Pajak Pratama Tigaraksa
717,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Bondowoso Kantor Pelayanan Pajak Pratama Situbondo",Pelaksana Kantor Pelayanan Pajak Pratama Tigaraksa
718,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tanah Abang Dua,Pelaksana Kantor Wilayah DJP Jawa Barat I
719,*****,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Utara,Pelaksana Kantor Wilayah DJP Jawa Barat I
720,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kebayoran Baru Satu,Pelaksana Kantor Wilayah DJP Jawa Barat I
721,*****,Pelaksana Kantor Wilayah DJP Jakarta Barat,Pelaksana Kantor Wilayah DJP Jawa Barat I
722,*****,Pelaksana Kantor Pelayanan Pajak Madya Surakarta,Pelaksana Kantor Wilayah DJP Jawa Barat I
723,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Cilandak,Pelaksana Kantor Wilayah DJP Jawa Barat I
724,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pademangan,Pelaksana Kantor Wilayah DJP Jawa Barat I
725,*****,Pelaksana Kantor Wilayah DJP Jakarta Barat,Pelaksana Kantor Wilayah DJP Jawa Barat I
726,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tangerang Barat,Pelaksana Kantor Wilayah DJP Jawa Barat I
727,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Satu,Pelaksana Kantor Wilayah DJP Jawa Barat I
728,*****,Pelaksana Kantor Wilayah DJP Jawa Barat III,Pelaksana Kantor Wilayah DJP Jawa Barat I
729,*****,Pelaksana Kantor Pengolahan Data dan Dokumen Perpajakan Jambi,Pelaksana Kantor Wilayah DJP Jawa Barat I
730,*****,Pelaksana Kantor Pengolahan Data dan Dokumen Perpajakan Jambi,Pelaksana Kantor Wilayah DJP Jawa Barat I
731,*****,Pelaksana Kantor Wilayah DJP Bengkulu dan Lampung,Pelaksana Kantor Wilayah DJP Jawa Barat I
732,*****,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Barat,Pelaksana Kantor Wilayah DJP Jawa Barat I
733,*****,Pelaksana Kantor Pelayanan Pajak Madya Karawang,Pelaksana Kantor Wilayah DJP Jawa Barat I
734,*****,Pelaksana Kantor Wilayah DJP Jawa Barat II,Pelaksana Kantor Wilayah DJP Jawa Barat I
735,*****,Pelaksana Kantor Wilayah DJP Jawa Barat II,Pelaksana Kantor Wilayah DJP Jawa Barat I
736,*****,Pelaksana Kantor Wilayah DJP Jawa Barat II,Pelaksana Kantor Wilayah DJP Jawa Barat I
737,*****,Pelaksana Kantor Pelayanan Pajak Pratama Palu,Pelaksana Kantor Wilayah DJP Jawa Barat I
738,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cikarang Selatan,Pelaksana Kantor Wilayah DJP Jawa Barat I
739,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cibitung,Pelaksana Kantor Wilayah DJP Jawa Barat I
740,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jayapura,Pelaksana Kantor Wilayah DJP Jawa Barat I
741,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kramat Jati,Pelaksana Kantor Pelayanan Pajak Madya Bandung
742,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jagakarsa,Pelaksana Kantor Pelayanan Pajak Madya Bandung
743,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Menteng Dua,Pelaksana Kantor Pelayanan Pajak Madya Bandung
744,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jagakarsa,Pelaksana Kantor Pelayanan Pajak Madya Bandung
745,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bandar Lampung Dua,Pelaksana Kantor Pelayanan Pajak Madya Bandung
746,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bekasi Barat,Pelaksana Kantor Pelayanan Pajak Madya Bandung
747,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tangerang Barat,Pelaksana Kantor Pelayanan Pajak Madya Bandung
748,*****,Pelaksana Kantor Wilayah DJP Jakarta Pusat,Pelaksana Kantor Pelayanan Pajak Madya Bandung
749,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pancoran,Pelaksana Kantor Pelayanan Pajak Madya Dua Bandung
750,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tambora,Pelaksana Kantor Pelayanan Pajak Madya Dua Bandung
751,*****,Pelaksana Kantor Pelayanan Pajak Madya Dua Tangerang,Pelaksana Kantor Pelayanan Pajak Madya Dua Bandung
752,*****,Pelaksana Kantor Pelayanan Pajak Pratama Subang,Pelaksana Kantor Pelayanan Pajak Madya Dua Bandung
753,*****,Pelaksana Kantor Wilayah DJP Jakarta Pusat,Pelaksana Kantor Pelayanan Pajak Madya Dua Bandung
754,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Fakfak Kantor Pelayanan Pajak Pratama Sorong",Pelaksana Kantor Pelayanan Pajak Madya Dua Bandung
755,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bekasi Barat,Pelaksana Kantor Pelayanan Pajak Pratama Sukabumi
756,*****,Pelaksana Kantor Pelayanan Pajak Pratama Serang Barat,Pelaksana Kantor Pelayanan Pajak Pratama Sukabumi
757,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bangka,Pelaksana Kantor Pelayanan Pajak Pratama Sukabumi
758,*****,Pelaksana Kantor Wilayah DJP Jakarta Selatan I,Pelaksana Kantor Pelayanan Pajak Pratama Sukabumi
759,*****,Pelaksana Kantor Pelayanan Pajak Pratama Blitar,Pelaksana Kantor Pelayanan Pajak Pratama Cianjur
760,*****,Pelaksana Kantor Wilayah DJP Banten,Pelaksana Kantor Pelayanan Pajak Pratama Cianjur
761,*****,Pelaksana Kantor Pelayanan Pajak Pratama Manado,Pelaksana Kantor Pelayanan Pajak Pratama Cianjur
762,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Dua,Pelaksana Kantor Pelayanan Pajak Pratama Cianjur
763,*****,Pelaksana Kantor Wilayah DJP Jakarta Selatan I,Pelaksana Kantor Pelayanan Pajak Pratama Cianjur
764,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bogor,Pelaksana Kantor Pelayanan Pajak Pratama Cianjur
765,*****,Pelaksana Kantor Pelayanan Pajak Pratama Serpong,Pelaksana Kantor Pelayanan Pajak Pratama Cimahi
766,*****,Pelaksana Kantor Pelayanan Pajak Pratama Malang Selatan,Pelaksana Kantor Pelayanan Pajak Pratama Cimahi
767,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cilacap,Pelaksana Kantor Pelayanan Pajak Pratama Bandung Tegallega
768,*****,Pelaksana Kantor Wilayah DJP Jawa Barat II,Pelaksana Kantor Pelayanan Pajak Pratama Bandung Cibeunying
769,*****,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Utara,Pelaksana Kantor Pelayanan Pajak Pratama Bandung Cibeunying
770,*****,Pelaksana Kantor Pelayanan Pajak Pratama Indramayu,Pelaksana Kantor Pelayanan Pajak Pratama Bandung Bojonagara
771,*****,Pelaksana Kantor Pelayanan Pajak Pratama Semarang Timur,Pelaksana Kantor Pelayanan Pajak Pratama Bandung Cicadas
772,*****,Pelaksana Kantor Pelayanan Pajak Pratama Purbalingga,Pelaksana Kantor Pelayanan Pajak Pratama Ciamis
773,*****,Pelaksana Kantor Pelayanan Pajak Pratama Ngawi,Pelaksana Kantor Pelayanan Pajak Pratama Ciamis
774,*****,Pelaksana Kantor Wilayah DJP Jawa Tengah II,Pelaksana Kantor Pelayanan Pajak Pratama Ciamis
775,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Majalengka Kantor Pelayanan Pajak Pratama Kuningan",Pelaksana Kantor Pelayanan Pajak Pratama Ciamis
776,*****,Pelaksana Kantor Pelayanan Pajak Pratama Purbalingga,Pelaksana Kantor Pelayanan Pajak Pratama Garut
777,*****,Pelaksana Kantor Pelayanan Pajak Pratama Ternate,Pelaksana Kantor Pelayanan Pajak Pratama Soreang
778,*****,Pelaksana Kantor Pelayanan Pajak Pratama Biak,Pelaksana Kantor Pelayanan Pajak Pratama Soreang
779,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bogor,Pelaksana Kantor Wilayah DJP Jawa Barat II
780,*****,Pelaksana Direktorat Penegakan Hukum,Pelaksana Kantor Wilayah DJP Jawa Barat II
781,*****,Pelaksana Kantor Wilayah DJP Jakarta Selatan I,Pelaksana Kantor Wilayah DJP Jawa Barat II
782,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jepara,Pelaksana Kantor Wilayah DJP Jawa Barat II
783,*****,Pelaksana Bagian Mutasi dan Kepangkatan,Pelaksana Kantor Wilayah DJP Jawa Barat II
784,*****,Pelaksana Kantor Wilayah DJP Bengkulu dan Lampung,Pelaksana Kantor Wilayah DJP Jawa Barat II
785,*****,Pelaksana Kantor Wilayah DJP Kalimantan Timur dan Utara,Pelaksana Kantor Wilayah DJP Jawa Barat II
786,*****,Pelaksana Kantor Pelayanan Pajak Pratama Biak,Pelaksana Kantor Wilayah DJP Jawa Barat II
787,*****,Pelaksana Kantor Pelayanan Pajak Pratama Garut,Pelaksana Kantor Pelayanan Pajak Madya Bekasi
788,*****,Pelaksana Kantor Pelayanan Pajak Pratama Kayu Agung,Pelaksana Kantor Pelayanan Pajak Madya Bekasi
789,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cimahi,Pelaksana Kantor Pelayanan Pajak Madya Bekasi
790,*****,Pelaksana Kantor Pelayanan Pajak Pratama Demak,Pelaksana Kantor Pelayanan Pajak Madya Karawang
791,*****,Pelaksana Kantor Pengolahan Data dan Dokumen Perpajakan Jambi,Pelaksana Kantor Pelayanan Pajak Madya Karawang
792,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Pelabuhan Ratu Kantor Pelayanan Pajak Pratama Sukabumi",Pelaksana Kantor Pelayanan Pajak Madya Karawang
793,*****,Pelaksana Kantor Pelayanan Pajak Pratama Palopo,Pelaksana Kantor Pelayanan Pajak Pratama Cikarang Selatan
794,*****,Pelaksana Kantor Pelayanan Pajak Pratama Soreang,Pelaksana Kantor Pelayanan Pajak Pratama Cibitung
795,*****,Pelaksana Kantor Pelayanan Pajak Pratama Wonosari,Pelaksana Kantor Pelayanan Pajak Pratama Karawang
796,*****,Pelaksana Kantor Pelayanan Pajak Pratama Batu,Pelaksana Kantor Pelayanan Pajak Pratama Karawang
797,*****,Pelaksana Kantor Pelayanan Pajak Pratama Ciawi,Pelaksana Kantor Pelayanan Pajak Pratama Subang
798,*****,Pelaksana Kantor Pelayanan Pajak Pratama Depok Sawangan,Pelaksana Kantor Pelayanan Pajak Pratama Subang
799,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sukabumi,Pelaksana Kantor Pelayanan Pajak Pratama Indramayu
800,*****,Pelaksana Kantor Pelayanan Pajak Pratama Batang,Pelaksana Kantor Pelayanan Pajak Pratama Indramayu
801,*****,Pelaksana Kantor Pelayanan Pajak Pratama Pondok Gede,Pelaksana Kantor Pelayanan Pajak Pratama Indramayu
802,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bandung Cibeunying,Pelaksana Kantor Pelayanan Pajak Pratama Indramayu
803,*****,Pelaksana Kantor Pelayanan Pajak Pratama Pondok Aren,Pelaksana Kantor Pelayanan Pajak Pratama Indramayu
804,*****,Pelaksana Kantor Pelayanan Pajak Pratama Garut,Pelaksana Kantor Pelayanan Pajak Pratama Cirebon Satu
805,*****,Pelaksana Kantor Pelayanan Pajak Pratama Garut,Pelaksana Kantor Pelayanan Pajak Pratama Cirebon Satu
806,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sumedang,Pelaksana Kantor Pelayanan Pajak Pratama Cirebon Dua
807,*****,Pelaksana Kantor Pelayanan Pajak Pratama Purwakarta,Pelaksana Kantor Pelayanan Pajak Pratama Cirebon Dua
808,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bekasi Utara,Pelaksana Kantor Pelayanan Pajak Pratama Kuningan
809,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cibinong,Pelaksana Kantor Pelayanan Pajak Pratama Kuningan
810,*****,Pelaksana Kantor Pelayanan Pajak Pratama Ciawi,Pelaksana Kantor Pelayanan Pajak Pratama Kuningan
811,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tangerang Timur,Pelaksana Kantor Wilayah DJP Jawa Barat III
812,*****,Pelaksana Kantor Pelayanan Pajak Pratama Soreang,Pelaksana Kantor Wilayah DJP Jawa Barat III
813,*****,Pelaksana Kantor Pelayanan Pajak Pratama Palembang Ilir Timur,Pelaksana Kantor Wilayah DJP Jawa Barat III
814,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cibitung,Pelaksana Kantor Wilayah DJP Jawa Barat III
815,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tangerang Barat,Pelaksana Kantor Wilayah DJP Jawa Barat III
816,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tangerang Barat,Pelaksana Kantor Wilayah DJP Jawa Barat III
817,*****,Pelaksana Kantor Wilayah DJP Bali,Pelaksana Kantor Wilayah DJP Jawa Barat III
818,*****,Pelaksana Kantor Pelayanan Pajak Pratama Medan Polonia,Pelaksana Kantor Wilayah DJP Jawa Barat III
819,*****,Pelaksana Kantor Pelayanan Pajak Madya Medan,Pelaksana Kantor Wilayah DJP Jawa Barat III
820,*****,Pelaksana Kantor Pelayanan Pajak Pratama Medan Polonia,Pelaksana Kantor Wilayah DJP Jawa Barat III
821,*****,Pelaksana Kantor Pengolahan Data dan Dokumen Perpajakan Jambi,Pelaksana Kantor Wilayah DJP Jawa Barat III
822,*****,Pelaksana Kantor Wilayah DJP Jawa Tengah II,Pelaksana Kantor Wilayah DJP Jawa Barat III
823,*****,"Pelaksana Kantor Wilayah DJP Sulawesi Utara, Tengah, Gorontalo, dan Maluku Utara",Pelaksana Kantor Wilayah DJP Jawa Barat III
824,*****,"Pelaksana Kantor Wilayah DJP Sulawesi Utara, Tengah, Gorontalo, dan Maluku Utara",Pelaksana Kantor Wilayah DJP Jawa Barat III
